crop,soil_type,season,irrigation_type,ph_min,ph_max,n_required,p_required,k_required,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,climate_score,risk_score,fertilizer_cost_per_kg_n,fertilizer_cost_per_kg_p,fertilizer_cost_per_kg_k
Groundnut,Red,Kharif,Drip,6.4,6.8,68,66,77,1.27,33396,50886,60,60,8.58,27.36,21.89
Groundnut,Sandy,Zaid,Rainfed,5.8,7.2,45,77,82,1.43,39693,64607,81,60,6.13,33.51,15.51
Rice,Red,Rabi,Drip,6.1,7.5,137,79,43,2.68,43020,17537,82,44,8.27,29.62,15.16
Wheat,Loamy,Rabi,Canal,5.5,7.2,139,55,46,4.69,44791,25087,76,33,8.58,25.09,21.93
Tomato,Black,Rabi,Sprinkler,5.9,6.6,195,96,87,30.7,76517,15715,74,34,5.42,27.69,26.64
Capsicum,Black,Rabi,Rainfed,6.1,7.4,216,137,121,13.45,113079,37900,91,56,8.15,24.68,15.1
Cotton,Loamy,Rabi,Canal,6.3,7.7,167,98,67,3.57,62004,55579,68,37,5.79,25.81,20.96
Tomato,Loamy,Kharif,Drip,5.9,7.6,221,80,98,36.95,80458,9154,73,38,6.1,23.69,21.51
Cotton,Clay,Rabi,Canal,6.1,6.8,145,93,71,3.68,58036,59276,65,36,6.32,32.73,21.69
Soybean,Clay,Zaid,Canal,5.9,6.8,68,63,73,2.78,37793,52216,78,51,6.84,29.24,21.12
Cotton,Red,Zaid,Sprinkler,5.9,6.8,160,60,63,3.01,58517,62612,69,40,7.12,26.64,15.85
Groundnut,Loamy,Rabi,Drip,6.5,6.9,76,79,100,2.16,41465,46013,76,24,7.65,31.79,22.58
Tomato,Red,Rabi,Drip,5.6,6.9,168,91,118,29.29,82263,13843,64,60,6.32,27.95,20.49
Maize,Loamy,Kharif,Sprinkler,6.0,6.8,138,75,65,3.56,28411,21113,68,41,7.53,23.4,19.28
Wheat,Black,Zaid,Sprinkler,6.2,7.2,103,49,69,2.01,47938,18487,65,24,8.88,25.57,26.77
Sugarcane,Loamy,Zaid,Drip,6.5,7.0,264,122,138,38.49,82461,4171,90,36,8.21,33.02,22.14
Capsicum,Clay,Rabi,Rainfed,6.1,7.2,176,138,81,25.21,100827,44808,89,42,7.44,23.46,27.91
Groundnut,Black,Zaid,Rainfed,6.1,7.5,66,84,76,2.02,30506,64532,88,34,6.87,27.71,20.26
Potato,Sandy,Kharif,Rainfed,6.2,7.1,205,84,135,18.72,78845,17618,65,43,6.38,20.85,17.68
Tomato,Red,Kharif,Sprinkler,6.0,7.5,230,96,106,26.1,81949,9814,78,46,5.83,24.77,22.02
Sugarcane,Black,Rabi,Sprinkler,5.6,7.6,262,139,128,44.88,84007,3615,80,60,5.78,30.53,18.77
Cotton,Clay,Zaid,Canal,5.7,7.3,141,81,87,1.93,59687,76156,74,21,8.13,21.09,16.44
Rice,Clay,Zaid,Sprinkler,6.1,7.5,130,73,52,3.28,52198,23112,71,39,5.68,25.6,21.98
Capsicum,Black,Kharif,Sprinkler,5.9,7.6,224,121,103,21.62,89292,47283,71,37,8.56,29.16,26.11
Sugarcane,Clay,Rabi,Canal,6.0,7.0,283,103,130,30.43,80648,3793,94,44,5.16,21.4,15.72
Wheat,Loamy,Kharif,Canal,6.1,7.1,101,44,66,4.14,42778,20314,69,58,5.38,34.35,24.05
Soybean,Black,Rabi,Canal,6.4,7.0,87,63,78,1.91,37684,43399,77,57,5.11,20.35,21.91
Tomato,Black,Zaid,Sprinkler,6.3,7.0,197,74,93,16.64,66968,12024,79,52,8.96,22.16,16.97
Wheat,Red,Zaid,Canal,6.3,6.7,126,64,59,2.35,47055,21841,78,36,8.67,30.86,22.68
Rice,Red,Zaid,Sprinkler,5.5,7.7,102,62,64,3.83,43105,17275,91,53,6.74,31.64,24.07
Groundnut,Clay,Rabi,Canal,6.5,7.4,53,62,81,2.32,38893,55262,94,59,5.5,32.01,22.53
Groundnut,Loamy,Rabi,Canal,5.6,7.7,43,95,76,2.11,36996,56183,89,60,8.89,26.71,18.26
Groundnut,Loamy,Zaid,Rainfed,6.4,7.5,57,86,98,2.02,48245,47661,91,59,5.3,26.46,22.94
Potato,Clay,Rabi,Sprinkler,5.7,6.9,225,96,121,25.09,55134,13540,64,59,5.53,28.17,19.53
Maize,Red,Zaid,Rainfed,5.5,6.9,148,66,63,6.59,44714,20124,87,52,8.51,27.17,25.67
Groundnut,Red,Rabi,Canal,5.8,6.5,48,78,73,2.71,45950,48750,61,50,7.63,21.66,23.6
Maize,Black,Zaid,Canal,5.6,6.7,135,79,68,5.86,29874,16191,76,59,8.56,21.5,26.53
Rice,Clay,Zaid,Rainfed,5.8,7.6,102,49,78,3.32,43400,18547,95,39,8.47,24.63,26.54
Rice,Black,Zaid,Rainfed,6.5,6.8,110,71,73,4.52,49131,22099,86,34,7.77,25.85,18.22
Maize,Clay,Zaid,Sprinkler,6.3,7.2,144,63,47,3.06,43702,19634,64,47,6.36,20.7,23.97
Potato,Sandy,Kharif,Sprinkler,6.1,7.0,182,118,86,18.42,57618,18365,95,60,8.45,30.43,29.37
Sugarcane,Sandy,Zaid,Drip,5.6,7.2,256,86,113,55.05,82819,3036,88,30,8.98,30.12,19.45
Cotton,Loamy,Kharif,Drip,6.3,7.4,187,78,81,2.78,57648,72329,82,22,5.1,21.48,25.86
Wheat,Loamy,Kharif,Rainfed,6.3,6.8,117,53,41,4.91,46744,21155,83,34,6.26,24.86,24.87
Rice,Red,Rabi,Drip,6.4,7.7,118,47,44,3.91,44564,18863,73,59,8.34,24.47,22.0
Rice,Sandy,Rabi,Canal,6.2,7.5,122,58,67,3.48,44024,17203,73,43,6.64,20.69,16.96
Groundnut,Sandy,Zaid,Sprinkler,5.6,6.9,42,64,72,2.77,30027,49388,83,42,8.57,31.89,15.4
Groundnut,Sandy,Zaid,Rainfed,5.6,7.6,73,67,82,2.01,49658,60949,71,57,5.49,30.81,29.47
Cotton,Loamy,Rabi,Rainfed,6.2,7.0,157,62,76,1.59,53315,61091,85,30,8.14,21.32,23.59
Wheat,Clay,Zaid,Canal,5.6,6.9,134,50,65,3.88,40364,19653,90,42,6.41,26.32,16.38
Capsicum,Loamy,Rabi,Drip,5.6,7.0,176,82,110,21.15,74507,36015,69,27,5.92,27.64,29.58
Groundnut,Red,Rabi,Drip,6.1,7.4,49,97,62,1.24,46113,46163,69,55,8.69,20.12,22.5
Sugarcane,Red,Kharif,Sprinkler,6.4,7.3,254,140,124,49.75,65657,3416,71,32,7.83,28.03,15.51
Rice,Loamy,Zaid,Canal,5.7,7.4,102,72,69,3.66,35682,18530,62,28,6.23,30.26,21.7
Capsicum,Black,Zaid,Rainfed,5.5,7.2,218,137,129,25.44,60843,47838,91,58,8.07,32.91,21.39
Tomato,Black,Rabi,Drip,6.4,7.8,190,108,119,23.7,87002,9177,72,29,7.55,24.53,26.29
Maize,Sandy,Zaid,Drip,6.3,7.6,157,86,64,3.66,43991,17669,61,28,8.57,31.6,25.57
Tomato,Sandy,Kharif,Canal,5.7,7.0,234,94,90,31.09,88519,14586,68,23,6.32,33.11,27.93
Rice,Loamy,Rabi,Drip,6.2,6.8,101,70,55,3.16,54129,22124,90,59,6.88,29.37,29.87
Tomato,Loamy,Rabi,Sprinkler,5.9,7.5,237,118,85,21.05,66317,8128,81,47,5.63,22.47,17.53
Capsicum,Sandy,Zaid,Rainfed,6.4,6.9,169,108,94,16.96,69380,37140,65,25,7.89,27.92,19.73
Cotton,Clay,Kharif,Drip,6.2,7.6,149,74,83,1.6,65103,77855,72,36,6.93,23.49,15.72
Cotton,Clay,Kharif,Sprinkler,6.2,7.4,154,99,94,1.58,63924,78084,68,53,5.82,30.45,28.84
Wheat,Black,Zaid,Rainfed,5.7,7.4,97,60,44,3.21,49827,24290,93,24,8.68,22.48,29.32
Wheat,Black,Rabi,Sprinkler,6.0,6.9,113,64,51,2.55,45126,20737,82,55,7.14,25.87,23.82
Sugarcane,Loamy,Rabi,Sprinkler,6.1,7.5,300,125,105,27.7,96433,3759,63,47,8.7,30.91,29.58
Tomato,Clay,Rabi,Canal,5.8,7.6,218,84,118,26.26,66227,17941,79,47,7.53,20.45,15.55
Wheat,Clay,Rabi,Rainfed,6.1,6.9,124,65,49,3.54,48128,22665,70,54,7.36,24.46,28.24
Rice,Red,Kharif,Rainfed,5.7,7.7,138,64,69,4.83,52559,18714,88,57,5.02,23.04,17.02
Wheat,Loamy,Kharif,Rainfed,5.7,7.5,95,53,69,4.14,49407,21244,93,42,5.71,23.82,19.62
Groundnut,Loamy,Rabi,Rainfed,6.4,7.0,55,95,76,2.0,44324,56663,80,50,8.07,20.9,27.83
Rice,Clay,Zaid,Drip,6.0,6.5,111,80,50,4.73,57571,17068,89,33,5.43,34.67,17.83
Potato,Loamy,Rabi,Rainfed,5.6,7.7,246,111,121,21.68,59109,14775,85,44,6.8,20.25,23.31
Maize,Loamy,Kharif,Canal,6.5,7.5,121,52,55,5.69,36229,15087,60,59,7.28,20.33,25.12
Rice,Sandy,Zaid,Rainfed,5.9,7.2,101,48,62,5.69,38350,22140,86,20,7.16,25.13,29.92
Soybean,Red,Kharif,Rainfed,6.1,7.3,63,71,44,2.98,37913,42197,84,59,6.42,23.74,18.22
Tomato,Clay,Kharif,Canal,5.9,6.8,168,81,83,37.4,83081,17345,69,35,8.31,22.22,22.93
Wheat,Red,Rabi,Canal,6.0,7.7,122,70,56,2.74,40415,22089,95,60,6.5,30.6,19.35
Soybean,Sandy,Kharif,Sprinkler,5.6,6.6,73,68,53,2.8,30263,48387,90,37,8.78,22.78,16.35
Tomato,Sandy,Rabi,Canal,6.3,7.6,203,109,72,37.96,77914,15238,86,59,7.23,22.8,20.23
Rice,Clay,Kharif,Canal,6.2,7.4,106,72,54,2.85,44651,23678,69,51,6.22,23.79,19.3
Rice,Clay,Zaid,Sprinkler,5.7,7.2,122,74,52,4.98,58883,23429,92,39,5.84,28.99,29.21
Rice,Red,Zaid,Rainfed,6.4,7.4,127,77,58,3.01,55907,18072,61,47,6.39,23.1,28.33
Maize,Sandy,Kharif,Rainfed,5.9,7.4,171,80,51,5.71,28288,20594,82,28,6.62,21.37,24.88
Potato,Sandy,Zaid,Rainfed,6.0,7.2,233,97,119,20.98,74848,17165,94,28,8.84,24.23,23.64
Rice,Loamy,Rabi,Sprinkler,6.1,6.8,141,76,80,5.35,37952,17871,70,25,7.0,25.23,18.78
Potato,Sandy,Rabi,Rainfed,6.3,6.9,251,103,118,29.07,60168,12183,69,32,8.15,26.75,18.61
Potato,Red,Rabi,Sprinkler,5.6,7.6,221,140,88,24.81,60945,18295,94,34,5.79,34.28,29.3
Maize,Clay,Kharif,Drip,5.9,7.1,175,83,61,5.75,35269,21625,72,55,6.92,25.6,15.19
Potato,Sandy,Zaid,Drip,6.2,7.5,257,84,110,13.81,77850,16422,79,37,8.7,31.47,29.1
Wheat,Sandy,Zaid,Drip,6.2,6.6,127,45,64,2.13,33871,25678,82,26,8.23,22.95,27.27
Wheat,Sandy,Rabi,Rainfed,6.0,7.1,101,57,47,4.14,40162,18227,85,57,7.2,32.69,16.74
Potato,Sandy,Zaid,Canal,5.8,7.1,245,93,97,28.49,65273,16073,78,38,6.45,34.98,16.83
Cotton,Red,Kharif,Canal,5.9,7.8,165,64,76,3.38,52638,56610,68,20,5.29,20.23,26.86
Soybean,Black,Rabi,Canal,6.2,7.2,54,60,56,1.8,34050,47380,80,31,8.58,30.54,17.3
Rice,Sandy,Rabi,Canal,6.4,7.0,122,77,59,3.5,49505,18262,83,60,8.78,29.78,16.86
Maize,Loamy,Zaid,Canal,5.6,7.0,162,63,68,3.68,46362,19108,62,50,6.21,32.98,26.19
Tomato,Loamy,Kharif,Sprinkler,6.0,7.2,189,86,89,33.0,73610,11316,90,25,6.06,25.05,17.82
Tomato,Clay,Rabi,Drip,6.3,7.1,164,82,95,23.12,86567,14168,69,22,6.86,31.8,23.49
Soybean,Sandy,Kharif,Drip,5.9,6.6,76,90,77,2.83,44587,48569,69,42,6.65,22.84,16.13
Rice,Black,Rabi,Sprinkler,6.3,7.6,120,49,79,3.61,40109,22809,84,60,6.99,26.0,24.48
Rice,Black,Kharif,Sprinkler,5.7,6.6,137,51,72,2.56,53111,17348,76,40,6.92,27.81,27.68
Groundnut,Red,Rabi,Sprinkler,5.6,7.2,45,96,95,1.79,42088,54167,63,55,7.19,27.94,23.14
Capsicum,Black,Kharif,Sprinkler,5.8,7.3,232,114,109,19.75,106876,33162,94,38,6.32,20.13,17.9
Soybean,Loamy,Kharif,Sprinkler,6.5,7.2,65,99,71,1.55,30457,44572,90,52,8.93,21.34,22.08
Maize,Red,Kharif,Canal,5.6,6.9,171,53,62,6.12,44275,21167,85,55,5.4,32.33,15.63
Maize,Clay,Zaid,Sprinkler,6.0,6.8,152,66,65,6.57,28823,20165,89,34,7.09,25.76,29.53
Tomato,Red,Rabi,Drip,6.2,6.5,163,104,113,34.44,88306,10939,64,38,5.17,20.87,21.61
Soybean,Sandy,Zaid,Rainfed,5.9,6.8,63,62,54,2.75,25115,48204,82,50,5.56,26.52,26.24
Capsicum,Loamy,Rabi,Drip,6.2,7.4,193,106,85,16.86,62685,47644,68,30,6.94,31.8,19.63
Potato,Sandy,Zaid,Canal,6.1,7.2,195,98,118,15.43,64925,15220,69,33,8.41,21.98,15.18
Wheat,Clay,Zaid,Rainfed,5.9,7.4,104,64,51,2.55,34105,22636,79,53,5.04,33.53,27.3
Sugarcane,Clay,Rabi,Canal,5.9,7.6,289,130,81,46.08,98865,4058,71,50,6.05,27.17,24.05
Wheat,Sandy,Kharif,Rainfed,6.4,6.7,100,60,56,4.04,38780,22615,92,20,8.19,26.03,26.8
Tomato,Black,Zaid,Drip,6.0,7.4,218,79,86,16.86,53478,8586,63,45,5.26,32.16,23.27
Potato,Black,Rabi,Canal,5.7,6.8,248,90,140,24.35,77408,13813,92,56,8.15,23.7,26.1
Tomato,Clay,Kharif,Rainfed,6.0,7.7,233,102,90,22.47,87857,13462,84,42,7.88,20.46,29.98
Tomato,Black,Rabi,Canal,5.8,7.0,238,102,92,38.47,64786,12247,90,44,7.21,23.32,19.08
Cotton,Clay,Rabi,Rainfed,5.6,7.1,189,64,92,3.18,63081,61570,92,52,8.56,27.3,21.31
Maize,Clay,Rabi,Drip,5.9,6.7,162,83,58,4.61,40662,17098,77,44,5.16,26.45,20.69
Cotton,Red,Kharif,Canal,6.0,6.7,170,63,80,2.54,67785,50408,75,58,6.57,28.46,15.46
Wheat,Red,Kharif,Rainfed,6.5,7.2,101,55,50,3.88,35272,25101,84,25,7.62,25.92,25.26
Soybean,Loamy,Rabi,Rainfed,6.1,6.7,80,93,45,2.05,27398,37202,67,32,6.5,27.26,27.41
Capsicum,Sandy,Rabi,Drip,6.3,6.7,198,97,136,19.0,75664,43944,88,22,7.26,31.2,23.64
Tomato,Red,Kharif,Drip,5.8,6.8,200,116,72,28.08,51149,17458,87,44,5.68,22.27,27.6
Maize,Sandy,Kharif,Canal,6.2,6.8,120,50,42,6.96,32020,21230,62,30,7.43,33.87,27.55
Sugarcane,Loamy,Rabi,Canal,6.3,6.7,280,134,125,54.37,76187,2810,74,27,6.39,30.71,26.42
Groundnut,Clay,Zaid,Rainfed,5.5,7.4,70,67,90,1.96,42624,44654,68,30,6.96,23.65,16.32
Potato,Black,Rabi,Sprinkler,6.4,7.2,236,137,127,27.15,78936,15850,88,35,8.04,30.94,20.65
Wheat,Loamy,Zaid,Drip,6.2,6.8,112,59,66,4.84,34362,25587,74,24,7.67,20.76,15.57
Potato,Clay,Rabi,Canal,6.4,7.7,205,121,90,21.76,69812,13905,76,28,5.56,30.91,24.02
Capsicum,Loamy,Rabi,Rainfed,6.4,6.6,207,134,128,29.71,83180,20794,70,23,5.79,28.96,17.7
Groundnut,Black,Zaid,Rainfed,6.1,6.7,48,78,96,1.96,46815,43011,86,31,8.79,24.65,16.92
Wheat,Clay,Rabi,Sprinkler,6.1,7.6,110,50,47,4.43,40560,19954,74,27,5.95,22.89,17.55
Tomato,Clay,Rabi,Canal,5.7,6.7,231,114,108,19.08,87341,11099,88,54,6.21,31.13,20.43
Maize,Sandy,Kharif,Canal,5.8,7.6,127,78,60,6.94,31163,15988,67,55,6.46,29.05,28.12
Groundnut,Black,Rabi,Rainfed,5.9,7.6,57,66,89,2.53,30136,42238,67,25,7.14,30.5,21.56
Maize,Sandy,Kharif,Canal,5.6,6.7,134,53,41,4.15,30339,21505,84,44,6.54,29.66,22.94
Sugarcane,Loamy,Kharif,Drip,6.5,7.5,219,104,107,27.64,97956,3860,93,27,8.79,24.98,16.32
Rice,Clay,Zaid,Canal,6.0,6.8,104,73,75,4.57,51465,23004,76,41,6.18,32.08,16.79
Wheat,Clay,Rabi,Sprinkler,6.3,6.6,114,56,61,4.12,45755,23033,81,36,8.36,27.83,27.54
Rice,Loamy,Rabi,Drip,5.6,7.5,100,65,68,5.67,53311,22678,68,26,6.96,34.54,27.35
Groundnut,Red,Kharif,Drip,5.5,6.8,57,62,82,2.76,33519,54750,80,41,7.25,28.27,15.2
Maize,Loamy,Rabi,Rainfed,6.1,7.0,134,70,64,3.06,42276,20854,85,29,5.53,29.02,29.06
Potato,Red,Rabi,Drip,6.2,7.7,195,126,129,17.38,51118,19630,94,35,7.17,34.74,23.23
Tomato,Loamy,Zaid,Rainfed,5.9,7.3,192,92,88,23.07,64149,14168,66,59,8.24,21.76,26.98
Wheat,Clay,Zaid,Drip,5.8,6.9,109,61,48,2.01,44063,19849,68,26,7.97,34.06,24.95
Groundnut,Black,Zaid,Canal,6.4,7.0,69,91,100,1.96,47021,59673,83,24,7.34,30.05,20.2
Maize,Sandy,Rabi,Drip,5.8,6.8,136,66,72,3.51,40325,20106,92,41,7.77,29.66,29.76
Groundnut,Red,Rabi,Drip,6.2,6.6,48,95,93,2.11,46721,50851,80,31,6.41,29.47,16.26
Groundnut,Sandy,Kharif,Sprinkler,6.2,7.7,68,97,79,1.86,30766,42705,74,37,5.84,29.68,17.32
Rice,Loamy,Rabi,Rainfed,6.4,6.9,124,58,53,4.43,35621,17670,78,33,6.0,26.13,24.97
Tomato,Loamy,Rabi,Canal,5.7,7.1,210,120,82,36.11,83080,16113,82,26,7.73,24.31,15.34
Sugarcane,Loamy,Kharif,Canal,5.6,7.7,230,139,82,53.87,61518,3458,72,46,5.11,28.21,28.13
Sugarcane,Red,Zaid,Sprinkler,5.9,6.6,227,128,100,41.07,73148,4184,65,27,8.37,21.71,18.49
Potato,Sandy,Kharif,Drip,6.0,6.8,210,124,101,21.07,45666,14685,93,59,7.91,25.87,16.96
Soybean,Red,Zaid,Canal,6.5,6.8,71,91,44,2.13,32364,43031,63,51,6.75,34.9,20.91
Capsicum,Red,Zaid,Rainfed,6.0,7.2,170,109,103,17.22,84243,26780,92,25,8.78,31.26,21.58
Potato,Clay,Rabi,Canal,5.7,6.7,244,99,139,28.87,53551,19488,93,32,6.57,20.48,28.3
Wheat,Red,Kharif,Canal,6.1,6.7,94,40,60,4.29,34555,22114,78,38,6.52,34.89,20.7
Potato,Sandy,Kharif,Sprinkler,6.4,6.8,222,100,135,20.34,49331,17205,73,39,7.76,22.35,18.73
Cotton,Clay,Kharif,Sprinkler,6.5,7.0,166,83,94,2.84,49973,65978,80,33,5.48,24.13,28.77
Soybean,Sandy,Rabi,Drip,6.3,6.7,88,80,47,2.23,25902,45439,72,54,6.73,24.56,27.38
Potato,Sandy,Zaid,Sprinkler,5.7,6.5,239,127,103,14.88,50063,14080,70,47,8.06,33.02,17.58
Maize,Loamy,Rabi,Canal,6.4,6.7,134,61,51,6.34,37454,21288,62,40,5.58,27.79,26.41
Tomato,Clay,Kharif,Drip,5.6,6.9,184,107,74,30.73,53927,14059,80,26,7.37,34.7,29.36
Soybean,Loamy,Zaid,Rainfed,5.7,6.9,58,96,55,1.98,37220,43513,65,55,7.32,30.63,15.46
Capsicum,Sandy,Rabi,Canal,6.0,6.6,203,137,135,28.95,96532,47798,61,50,5.53,29.97,18.92
Soybean,Clay,Rabi,Canal,6.1,7.6,51,66,53,2.56,44908,48064,76,57,7.42,34.41,26.29
Tomato,Clay,Zaid,Drip,6.0,7.2,211,102,74,36.78,84020,12684,79,60,5.23,31.13,17.71
Capsicum,Clay,Rabi,Drip,6.4,6.8,197,134,109,14.56,85076,40516,64,38,6.58,32.66,15.77
Rice,Clay,Rabi,Sprinkler,5.9,7.0,146,64,61,4.26,59938,17333,64,43,5.25,21.05,16.39
Cotton,Loamy,Zaid,Sprinkler,6.3,7.6,155,77,75,3.11,59994,77400,61,25,5.51,22.2,23.84
Potato,Loamy,Rabi,Drip,6.5,7.7,235,87,132,19.63,67712,13554,63,39,5.61,21.33,20.39
Cotton,Black,Rabi,Drip,6.5,7.1,181,61,85,1.8,56856,64556,68,39,6.92,22.16,16.32
Rice,Black,Zaid,Rainfed,6.4,7.1,120,80,80,3.48,35698,19418,87,47,8.92,23.91,27.99
Sugarcane,Clay,Zaid,Drip,5.9,7.4,265,133,91,40.93,75562,2978,79,54,7.19,30.87,16.95
Wheat,Loamy,Kharif,Sprinkler,6.3,6.7,111,51,44,2.06,38738,20225,73,45,8.15,24.62,17.1
Potato,Loamy,Kharif,Sprinkler,5.9,6.8,225,84,97,12.64,67401,18948,85,25,6.66,29.04,22.57
Wheat,Clay,Zaid,Canal,5.5,6.8,96,58,48,3.54,38857,23892,84,53,8.01,21.55,25.17
Potato,Clay,Zaid,Rainfed,6.1,7.2,239,140,110,17.03,56273,14811,68,26,7.89,33.06,27.52
Tomato,Black,Zaid,Drip,6.4,7.3,213,109,84,30.97,56494,17894,83,50,6.16,27.96,24.05
Potato,Red,Zaid,Canal,6.4,6.8,215,139,128,17.62,79068,19866,76,24,8.63,28.62,28.77
Capsicum,Loamy,Kharif,Rainfed,5.7,7.1,240,112,116,10.95,107057,40770,79,38,8.21,23.76,27.67
Capsicum,Red,Rabi,Canal,5.9,7.1,176,84,98,11.03,119985,31032,85,55,8.24,21.35,20.89
Rice,Red,Kharif,Rainfed,5.8,6.7,130,43,51,4.65,59989,22149,71,29,7.6,33.0,20.54
Groundnut,Loamy,Rabi,Canal,6.0,7.8,59,95,87,2.38,34088,51932,81,54,5.2,34.82,27.34
Groundnut,Red,Rabi,Rainfed,5.6,6.7,50,97,67,2.31,33155,47139,91,49,6.18,27.17,25.12
Soybean,Clay,Zaid,Rainfed,6.1,7.4,81,82,70,2.52,39193,50104,73,51,7.67,23.71,26.88
Groundnut,Black,Kharif,Canal,6.2,6.5,46,60,93,1.42,38166,46905,92,49,7.8,29.82,19.11
Tomato,Red,Kharif,Canal,6.2,7.6,217,89,118,27.06,64777,13461,82,38,6.98,24.39,23.04
Cotton,Loamy,Zaid,Sprinkler,5.8,7.7,194,76,79,3.04,59060,74420,92,40,6.2,26.58,29.55
Tomato,Sandy,Kharif,Rainfed,5.8,7.3,215,77,101,32.24,54174,14830,85,25,8.96,26.65,27.16
Rice,Loamy,Kharif,Rainfed,5.6,7.8,143,72,74,4.67,59615,17484,78,37,6.63,27.91,22.89
Soybean,Loamy,Zaid,Canal,6.1,6.8,52,88,77,2.67,38828,35049,74,35,7.03,32.78,19.13
Capsicum,Clay,Kharif,Canal,5.7,6.6,163,108,120,12.27,118759,26726,93,32,7.34,22.95,25.38
Soybean,Loamy,Rabi,Rainfed,5.6,7.6,54,97,50,2.03,28373,47353,87,57,6.9,25.5,20.21
Rice,Sandy,Rabi,Sprinkler,6.0,7.4,107,64,55,5.91,57123,16614,67,48,6.42,22.41,22.01
Soybean,Clay,Kharif,Canal,6.3,7.4,53,73,69,2.76,41160,46401,63,41,8.69,28.12,19.29
Rice,Loamy,Rabi,Drip,6.5,6.5,147,50,70,3.22,53388,22339,67,47,8.21,33.6,16.08
Cotton,Red,Kharif,Rainfed,5.7,7.5,160,67,90,2.45,49847,76690,83,56,5.09,26.73,17.99
Sugarcane,Clay,Rabi,Sprinkler,5.5,7.2,274,121,92,25.97,76571,3741,94,40,6.31,28.61,27.92
Cotton,Loamy,Zaid,Sprinkler,5.8,7.6,145,65,76,2.28,67343,66879,87,38,8.49,29.89,21.97
Potato,Red,Zaid,Sprinkler,6.2,7.7,213,107,109,27.44,53054,17686,76,49,5.67,28.32,19.15
Wheat,Sandy,Zaid,Sprinkler,6.3,7.2,107,61,58,3.05,33551,25775,83,50,5.46,33.67,28.68
Tomato,Black,Zaid,Rainfed,6.3,7.1,235,102,75,19.31,75099,9620,64,48,5.3,25.44,16.16
Tomato,Sandy,Kharif,Canal,5.9,7.1,233,79,109,30.7,69087,12627,72,38,6.39,23.1,23.71
Soybean,Clay,Zaid,Sprinkler,5.5,7.4,65,96,73,2.38,32710,35081,82,22,8.76,32.99,27.33
Capsicum,Black,Zaid,Sprinkler,6.0,6.6,225,88,91,28.64,89251,21359,71,49,6.96,23.77,17.62
Groundnut,Black,Rabi,Canal,5.9,7.6,40,85,83,2.15,48513,60577,82,56,5.28,21.03,20.94
Sugarcane,Loamy,Rabi,Drip,5.6,7.3,262,87,106,44.95,92481,2908,90,33,8.69,27.84,21.5
Cotton,Loamy,Kharif,Rainfed,6.3,6.8,198,78,62,3.65,65814,51362,94,34,6.28,28.67,19.01
Capsicum,Loamy,Kharif,Drip,6.4,7.2,194,136,139,22.09,107185,42706,86,46,7.12,30.54,22.75
Soybean,Sandy,Rabi,Rainfed,6.0,7.5,71,96,75,1.73,36872,52951,87,29,6.2,21.82,27.26
Capsicum,Sandy,Rabi,Drip,6.0,6.9,216,98,102,19.88,70370,22596,80,36,6.45,22.18,15.79
Capsicum,Clay,Rabi,Canal,5.5,6.5,154,83,128,19.68,103627,38453,93,47,7.16,28.95,19.84
Wheat,Sandy,Kharif,Sprinkler,6.0,6.5,108,52,42,2.69,39099,18702,61,48,8.61,33.43,28.94
Potato,Black,Kharif,Drip,6.3,7.7,233,96,134,18.42,48479,18743,61,22,6.45,23.26,22.53
Maize,Red,Rabi,Drip,6.5,7.6,132,64,52,3.76,38637,19849,82,55,6.25,33.89,27.19
Cotton,Clay,Zaid,Canal,6.5,7.0,186,95,85,1.95,68237,69492,75,59,5.73,30.58,28.5
Tomato,Loamy,Zaid,Drip,5.6,7.5,198,88,80,30.23,50137,13452,95,49,8.73,22.34,23.55
Tomato,Red,Rabi,Canal,6.0,7.6,217,106,85,31.36,66142,12649,76,55,6.01,23.43,22.43
Soybean,Sandy,Zaid,Rainfed,5.9,7.4,50,66,69,2.4,31183,43068,88,32,7.41,22.3,27.9
Groundnut,Black,Zaid,Canal,5.7,7.0,76,68,91,2.72,42918,56610,64,39,5.42,23.15,29.55
Maize,Clay,Rabi,Canal,5.9,7.1,137,61,54,3.89,37388,20354,73,52,5.15,25.38,21.94
Rice,Sandy,Rabi,Rainfed,6.1,6.9,118,65,64,5.35,41539,21315,74,21,5.69,21.18,29.58
Maize,Black,Rabi,Rainfed,6.1,7.1,164,88,63,3.23,34892,18441,69,28,6.52,23.79,23.22
Cotton,Sandy,Rabi,Canal,6.2,6.7,166,80,73,3.39,58282,58623,63,55,7.66,25.13,28.97
Rice,Red,Zaid,Rainfed,6.0,7.7,150,62,56,5.25,48834,16726,82,20,5.56,34.7,24.1
Potato,Clay,Kharif,Sprinkler,5.8,7.0,211,115,97,14.6,77469,17734,72,40,8.36,33.78,28.05
Tomato,Red,Rabi,Drip,6.1,6.9,200,107,114,33.31,68974,9357,72,27,7.18,33.09,15.78
Soybean,Red,Zaid,Sprinkler,5.9,6.6,70,81,70,2.43,26654,48213,86,34,5.38,33.68,18.63
Potato,Loamy,Kharif,Drip,6.2,6.8,234,82,95,19.18,54079,14482,88,25,6.0,33.45,24.96
Groundnut,Black,Rabi,Canal,5.6,7.4,65,71,89,2.74,37434,60156,71,60,7.74,23.29,22.32
